assigned_to_detail,id,creator_detail,resolution,creator,last_change_time,priority,status,dupe_of,component,severity,assigned_to,creation_time,product
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'name': 'drobbins', 'email': 'drobbins'}",279,"{'name': 'jeld', 'email': 'jeld', 'id': 55, 'real_name': 'Jeld The Dark Elf'}",FIXED,jeld,2003-02-04T19:42:18Z,High,VERIFIED,,Other,normal,drobbins,2002-01-22T18:11:12Z,[OLD] Docs-user
"{'name': 'mkennedy', 'email': 'mkennedy', 'id': 538, 'real_name': 'Matthew Kennedy (RETIRED)'}",280,"{'real_name': 'Jared H. Hudson', 'id': 52, 'email': 'jhhudso', 'name': 'jhhudso'}",FIXED,jhhudso,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GCC Porting,normal,mkennedy,2002-01-22T22:29:35Z,Gentoo Linux
"{'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'id': 2, 'name': 'hallski', 'email': 'hallski'}",281,"{'name': 'hallski', 'email': 'hallski', 'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'id': 2}",FIXED,hallski,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,hallski,2002-01-23T03:05:56Z,Gentoo Linux
"{'id': 5, 'real_name': 'Geert Bevin', 'email': 'gbevin', 'name': 'gbevin'}",282,"{'real_name': 'Todd Punderson', 'id': 133, 'email': 'todd', 'name': 'todd'}",FIXED,todd,2011-10-30T22:20:48Z,High,RESOLVED,,Unclassified,normal,gbevin,2002-01-23T03:20:05Z,Portage Development
"{'email': 'tod', 'name': 'tod', 'id': 84, 'real_name': 'Tod M. Neidt (RETIRED)'}",283,"{'name': 'vitaly_kushneriuk', 'email': 'vitaly_kushneriuk', 'id': 32, 'real_name': 'Vitaly Kushneriuk'}",FIXED,vitaly_kushneriuk,2003-02-04T19:42:18Z,High,VERIFIED,,[OLD] GNOME,normal,tod,2002-01-23T05:21:39Z,Gentoo Linux
"{'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'id': 2, 'name': 'hallski', 'email': 'hallski'}",284,"{'real_name': 'Paul de Vrieze (RETIRED)', 'id': 134, 'name': 'pauldv', 'email': 'pauldv'}",INVALID,pauldv,2004-08-19T12:37:40Z,High,VERIFIED,,New packages,minor,hallski,2002-01-23T08:23:59Z,Gentoo Linux
"{'email': 'blocke', 'name': 'blocke', 'real_name': 'Bruce A. Locke', 'id': 41}",285,"{'id': 39, 'real_name': 'Christian Rubbert', 'email': 'ceed', 'name': 'ceed'}",FIXED,ceed,2002-01-27T04:53:18Z,High,RESOLVED,,Current packages,normal,blocke,2002-01-23T09:52:35Z,Gentoo Linux
"{'email': 'hallski', 'name': 'hallski', 'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)'}",286,"{'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19, 'name': 'karltk', 'email': 'karltk'}",FIXED,karltk,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Library,minor,hallski,2002-01-23T10:11:50Z,Gentoo Linux
"{'real_name': 'Geert Bevin', 'id': 5, 'email': 'gbevin', 'name': 'gbevin'}",287,"{'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'email': 'karltk', 'name': 'karltk'}",FIXED,karltk,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,gbevin,2002-01-23T11:52:37Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",288,"{'id': 43, 'real_name': 'Gontran Zepeda', 'email': 'gontran', 'name': 'gontran'}",FIXED,gontran,2002-01-23T12:33:18Z,High,RESOLVED,,[OLD] Core system,minor,drobbins,2002-01-23T12:31:14Z,Gentoo Linux
"{'email': 'azarah', 'name': 'azarah', 'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)'}",289,"{'email': 'insyte', 'name': 'insyte', 'id': 136, 'real_name': 'Ben Beuchler'}",FIXED,insyte,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,azarah,2002-01-23T13:56:06Z,Gentoo Linux
"{'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'email': 'karltk', 'name': 'karltk'}",290,"{'email': 'karltk', 'name': 'karltk', 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19}",FIXED,karltk,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] KDE,normal,karltk,2002-01-23T15:31:13Z,Gentoo Linux
"{'real_name': 'Martin Schlemmer (RETIRED)', 'id': 12, 'email': 'azarah', 'name': 'azarah'}",291,"{'name': 'ykoehler', 'email': 'ykoehler', 'real_name': 'Yannick Koehler (RETIRED)', 'id': 137}",FIXED,ykoehler,2003-02-04T19:42:18Z,Low,RESOLVED,,[OLD] Core system,minor,azarah,2002-01-23T16:33:55Z,Gentoo Linux
"{'name': 'kabau', 'email': 'kabau', 'real_name': 'Damon Conway (RETIRED)', 'id': 1}",292,"{'id': 137, 'real_name': 'Yannick Koehler (RETIRED)', 'name': 'ykoehler', 'email': 'ykoehler'}",FIXED,ykoehler,2003-02-04T19:42:18Z,Normal,RESOLVED,,Current packages,normal,kabau,2002-01-23T16:35:53Z,Gentoo Linux
"{'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'email': 'hallski', 'name': 'hallski'}",293,"{'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'email': 'hallski', 'name': 'hallski'}",FIXED,hallski,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,critical,hallski,2002-01-23T17:46:20Z,Gentoo Linux
"{'email': 'hallski', 'name': 'hallski', 'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'id': 2}",294,"{'id': 115, 'real_name': 'Sandy McArthur', 'name': 'Sandy', 'email': 'Sandy'}",FIXED,Sandy,2002-01-26T20:06:38Z,Normal,RESOLVED,,Current packages,enhancement,hallski,2002-01-23T18:07:46Z,Gentoo Linux
"{'id': 156, 'real_name': 'Leo Lipelis (RETIRED)', 'email': 'aeoo', 'name': 'aeoo'}",295,"{'email': 'busterb', 'name': 'busterb', 'real_name': 'Brent Cook', 'id': 40}",FIXED,busterb,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,aeoo,2002-01-23T19:19:19Z,Gentoo Linux
"{'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)', 'email': 'azarah', 'name': 'azarah'}",296,"{'name': 'brysonborg', 'email': 'brysonborg', 'id': 138, 'real_name': 'brysonborg'}",FIXED,brysonborg,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,major,azarah,2002-01-23T19:27:25Z,Gentoo Linux
"{'email': 'karltk', 'name': 'karltk', 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19}",297,"{'id': 20, 'real_name': 'Tom von Schwerdtner', 'email': 'tvon', 'name': 'tvon'}",FIXED,tvon,2002-01-25T10:38:53Z,High,RESOLVED,,[OLD] Development,normal,karltk,2002-01-23T20:51:04Z,Gentoo Linux
"{'real_name': 'Geert Bevin', 'id': 5, 'name': 'gbevin', 'email': 'gbevin'}",298,"{'id': 20, 'real_name': 'Tom von Schwerdtner', 'email': 'tvon', 'name': 'tvon'}",FIXED,tvon,2011-10-30T22:20:36Z,High,RESOLVED,,Unclassified,major,gbevin,2002-01-23T20:58:35Z,Portage Development
"{'name': 'woodchip', 'email': 'woodchip', 'real_name': 'Donny Davies (RETIRED)', 'id': 13}",299,"{'name': 'spooq', 'email': 'spooq', 'id': 75, 'real_name': 'Luke Graham'}",FIXED,spooq,2002-01-25T17:25:46Z,High,RESOLVED,,Current packages,normal,woodchip,2002-01-23T21:47:15Z,Gentoo Linux
"{'name': 'woodchip', 'email': 'woodchip', 'id': 13, 'real_name': 'Donny Davies (RETIRED)'}",300,"{'email': 'arndtc', 'name': 'arndtc', 'real_name': 'Chris Arndt', 'id': 57}",FIXED,arndtc,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Server,normal,woodchip,2002-01-23T22:10:13Z,Gentoo Linux
"{'real_name': 'Martin Schlemmer (RETIRED)', 'id': 12, 'name': 'azarah', 'email': 'azarah'}",301,"{'email': 'tmdraney', 'name': 'tmdraney', 'real_name': 'Merritt Draney', 'id': 139}",FIXED,tmdraney,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,critical,azarah,2002-01-23T22:55:46Z,Gentoo Linux
"{'name': 'pm', 'email': 'pm', 'real_name': 'Parag Mehta (RETIRED)', 'id': 29}",302,"{'id': 115, 'real_name': 'Sandy McArthur', 'email': 'Sandy', 'name': 'Sandy'}",FIXED,Sandy,2003-02-04T19:42:18Z,Low,RESOLVED,,Current packages,minor,pm,2002-01-24T02:54:54Z,Gentoo Linux
"{'name': 'gbevin', 'email': 'gbevin', 'real_name': 'Geert Bevin', 'id': 5}",303,"{'id': 115, 'real_name': 'Sandy McArthur', 'name': 'Sandy', 'email': 'Sandy'}",INVALID,Sandy,2003-02-04T19:42:18Z,Normal,RESOLVED,,[OLD] Development,normal,gbevin,2002-01-24T03:01:44Z,Gentoo Linux
"{'email': 'gbevin', 'name': 'gbevin', 'real_name': 'Geert Bevin', 'id': 5}",304,"{'real_name': 'Sandy McArthur', 'id': 115, 'email': 'Sandy', 'name': 'Sandy'}",FIXED,Sandy,2011-10-30T22:19:35Z,Low,RESOLVED,,Unclassified,enhancement,gbevin,2002-01-24T03:22:33Z,Portage Development
"{'email': 'blocke', 'name': 'blocke', 'id': 41, 'real_name': 'Bruce A. Locke'}",305,"{'id': 39, 'real_name': 'Christian Rubbert', 'name': 'ceed', 'email': 'ceed'}",FIXED,ceed,2002-01-26T20:03:04Z,High,RESOLVED,,Current packages,normal,blocke,2002-01-24T03:34:10Z,Gentoo Linux
"{'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)', 'email': 'azarah', 'name': 'azarah'}",306,"{'real_name': 'Sandy McArthur', 'id': 115, 'email': 'Sandy', 'name': 'Sandy'}",FIXED,Sandy,2003-02-04T19:42:18Z,Lowest,RESOLVED,,[OLD] Core system,trivial,azarah,2002-01-24T04:18:54Z,Gentoo Linux
"{'name': 'gbevin', 'email': 'gbevin', 'real_name': 'Geert Bevin', 'id': 5}",307,"{'email': 'm0rpheus', 'name': 'm0rpheus', 'id': 59, 'real_name': 'Ferry Meyndert'}",FIXED,m0rpheus,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Library,trivial,gbevin,2002-01-24T06:50:50Z,Gentoo Linux
"{'email': 'hallski', 'name': 'hallski', 'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'id': 2}",308,"{'email': 'oliver', 'name': 'oliver', 'id': 18, 'real_name': 'Ollie Rutherfurd'}",DUPLICATE,oliver,2005-07-17T13:06:51Z,High,RESOLVED,286.0,New packages,normal,hallski,2002-01-24T07:18:21Z,Gentoo Linux
"{'real_name': 'Martin Schlemmer (RETIRED)', 'id': 12, 'name': 'azarah', 'email': 'azarah'}",309,"{'real_name': 'Dan Miller', 'id': 141, 'name': 'danm', 'email': 'danm'}",FIXED,danm,2003-02-04T19:42:18Z,Low,RESOLVED,,New packages,minor,azarah,2002-01-24T07:55:36Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",310,"{'real_name': 'David Monk', 'id': 142, 'email': 'david', 'name': 'david'}",FIXED,david,2011-10-30T22:20:30Z,High,RESOLVED,,Unclassified,normal,drobbins,2002-01-24T08:38:32Z,Portage Development
"{'email': 'releng', 'name': 'releng', 'real_name': 'Gentoo Release Team', 'id': 2590}",311,"{'real_name': 'Grant Goodyear (RETIRED)', 'id': 9, 'name': 'g2boojum', 'email': 'g2boojum'}",FIXED,g2boojum,2004-03-15T11:49:46Z,High,RESOLVED,,[OLD] Core system,enhancement,releng,2002-01-24T09:04:35Z,Gentoo Linux
"{'email': 'g2boojum', 'name': 'g2boojum', 'real_name': 'Grant Goodyear (RETIRED)', 'id': 9}",312,"{'email': 'g2boojum', 'name': 'g2boojum', 'real_name': 'Grant Goodyear (RETIRED)', 'id': 9}",FIXED,g2boojum,2006-04-06T21:48:09Z,High,RESOLVED,,[OLD] Core system,normal,g2boojum,2002-01-24T10:10:17Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'email': 'drobbins', 'name': 'drobbins'}",313,"{'id': 63, 'real_name': 'Naresh Donti', 'name': 'ndonti', 'email': 'ndonti'}",FIXED,ndonti,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,major,drobbins,2002-01-24T13:34:20Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",314,"{'name': 'jeld', 'email': 'jeld', 'real_name': 'Jeld The Dark Elf', 'id': 55}",FIXED,jeld,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,drobbins,2002-01-24T13:41:03Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'name': 'drobbins', 'email': 'drobbins'}",315,"{'email': 'jeld', 'name': 'jeld', 'id': 55, 'real_name': 'Jeld The Dark Elf'}",FIXED,jeld,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,drobbins,2002-01-24T14:09:27Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'email': 'drobbins', 'name': 'drobbins'}",316,"{'name': 'jeld', 'email': 'jeld', 'real_name': 'Jeld The Dark Elf', 'id': 55}",DUPLICATE,jeld,2005-07-17T13:06:51Z,High,RESOLVED,315.0,[OLD] Core system,normal,drobbins,2002-01-24T14:10:10Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'email': 'drobbins', 'name': 'drobbins'}",317,"{'email': 'jeld', 'name': 'jeld', 'id': 55, 'real_name': 'Jeld The Dark Elf'}",DUPLICATE,jeld,2005-07-17T13:06:51Z,High,RESOLVED,315.0,[OLD] Core system,normal,drobbins,2002-01-24T14:14:14Z,Gentoo Linux
"{'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)', 'name': 'azarah', 'email': 'azarah'}",318,"{'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'id': 2, 'name': 'hallski', 'email': 'hallski'}",FIXED,hallski,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,critical,azarah,2002-01-24T15:13:37Z,Gentoo Linux
"{'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'email': 'hallski', 'name': 'hallski'}",319,"{'real_name': 'Tod M. Neidt (RETIRED)', 'id': 84, 'name': 'tod', 'email': 'tod'}",FIXED,tod,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,hallski,2002-01-24T17:12:46Z,Gentoo Linux
"{'real_name': 'Vitaly Kushneriuk (RETIRED)', 'id': 167, 'email': 'vitaly', 'name': 'vitaly'}",320,"{'id': 32, 'real_name': 'Vitaly Kushneriuk', 'name': 'vitaly_kushneriuk', 'email': 'vitaly_kushneriuk'}",FIXED,vitaly_kushneriuk,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,vitaly,2002-01-24T17:55:25Z,Gentoo Linux
"{'id': 140, 'real_name': 'Michael Cohen (RETIRED)', 'name': 'mjc', 'email': 'mjc'}",321,"{'name': 'plymale', 'email': 'plymale', 'id': 146, 'real_name': 'George Plymale'}",FIXED,plymale,2003-02-04T19:42:18Z,Highest,RESOLVED,,[OLD] Core system,blocker,mjc,2002-01-24T21:02:57Z,Gentoo Linux
"{'email': 'bart', 'name': 'bart', 'real_name': 'Bart Verwilst', 'id': 14}",322,"{'real_name': 'Shahar Goldin', 'id': 31, 'email': 'aldarsior', 'name': 'aldarsior'}",FIXED,aldarsior,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,bart,2002-01-24T21:18:15Z,Gentoo Linux
"{'id': 14, 'real_name': 'Bart Verwilst', 'name': 'bart', 'email': 'bart'}",323,"{'email': 'bigdaddy', 'name': 'bigdaddy', 'real_name': 'Brian Crouch', 'id': 147}",FIXED,bigdaddy,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,bart,2002-01-24T23:43:32Z,Gentoo Linux
"{'real_name': 'John Davis (zhen) (RETIRED)', 'id': 1972, 'name': 'zhen', 'email': 'zhen'}",324,"{'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'name': 'hallski', 'email': 'hallski'}",FIXED,hallski,2011-10-30T23:15:52Z,High,RESOLVED,,Bugzilla,normal,zhen,2002-01-25T04:15:32Z,Gentoo Infrastructure
"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",325,"{'real_name': 'Rodney Gordon II', 'id': 148, 'email': 'mrsirmeff', 'name': 'mrsirmeff'}",FIXED,mrsirmeff,2002-12-15T21:08:46Z,High,VERIFIED,,Other,minor,drobbins,2002-01-25T05:24:56Z,[OLD] Docs-user
"{'email': 'zhen', 'name': 'zhen', 'real_name': 'John Davis (zhen) (RETIRED)', 'id': 1972}",326,"{'name': 'mrsirmeff', 'email': 'mrsirmeff', 'real_name': 'Rodney Gordon II', 'id': 148}",FIXED,mrsirmeff,2011-10-30T23:16:13Z,High,RESOLVED,,Bugzilla,normal,zhen,2002-01-25T05:36:57Z,Gentoo Infrastructure
"{'name': 'blocke', 'email': 'blocke', 'real_name': 'Bruce A. Locke', 'id': 41}",327,"{'name': 'm0rpheus', 'email': 'm0rpheus', 'id': 59, 'real_name': 'Ferry Meyndert'}",FIXED,m0rpheus,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,blocke,2002-01-25T07:25:57Z,Gentoo Linux
"{'email': 'gbevin', 'name': 'gbevin', 'id': 5, 'real_name': 'Geert Bevin'}",328,"{'email': 'protrans', 'name': 'protrans', 'id': 33, 'real_name': ''}",FIXED,protrans,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Library,enhancement,gbevin,2002-01-25T08:33:12Z,Gentoo Linux
"{'real_name': 'Bart Verwilst', 'id': 14, 'name': 'bart', 'email': 'bart'}",329,"{'name': 'uname', 'email': 'uname', 'id': 149, 'real_name': 'Heitham Omar'}",FIXED,uname,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,bart,2002-01-25T09:23:51Z,Gentoo Linux
"{'email': 'g2boojum', 'name': 'g2boojum', 'real_name': 'Grant Goodyear (RETIRED)', 'id': 9}",330,"{'email': 'hallski', 'name': 'hallski', 'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)'}",FIXED,hallski,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,g2boojum,2002-01-25T10:35:52Z,Gentoo Linux
"{'email': 'karltk', 'name': 'karltk', 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19}",331,"{'name': 'ndonti', 'email': 'ndonti', 'id': 63, 'real_name': 'Naresh Donti'}",FIXED,ndonti,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,karltk,2002-01-25T10:58:50Z,Gentoo Linux
"{'real_name': 'Martin Schlemmer (RETIRED)', 'id': 12, 'email': 'azarah', 'name': 'azarah'}",332,"{'name': 'ttongue', 'email': 'ttongue', 'real_name': 'Thomas Tongue', 'id': 150}",FIXED,ttongue,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,major,azarah,2002-01-25T14:20:13Z,Gentoo Linux
"{'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)', 'email': 'azarah', 'name': 'azarah'}",333,"{'id': 76, 'real_name': 'Lars S. Jensen', 'name': 'larssj', 'email': 'larssj'}",FIXED,larssj,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,azarah,2002-01-25T14:47:45Z,Gentoo Linux
"{'real_name': 'Grant Goodyear (RETIRED)', 'id': 9, 'name': 'g2boojum', 'email': 'g2boojum'}",334,"{'name': 'optilude', 'email': 'optilude', 'id': 151, 'real_name': 'Martin Aspeli'}",FIXED,optilude,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,normal,g2boojum,2002-01-25T15:14:22Z,Gentoo Linux
"{'real_name': 'Bruce A. Locke (RETIRED)', 'id': 171, 'email': 'blocke', 'name': 'blocke'}",335,"{'id': 125, 'real_name': 'JR Boyens', 'email': 'jboyens', 'name': 'jboyens'}",FIXED,jboyens,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,blocke,2002-01-25T15:56:21Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",336,"{'id': 38, 'real_name': 'Nils Ohlmeier', 'email': 'develop', 'name': 'develop'}",FIXED,develop,2002-12-15T21:08:28Z,High,VERIFIED,,Other,minor,drobbins,2002-01-25T16:40:19Z,[OLD] Docs-user
"{'name': 'drobbins', 'email': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",337,"{'name': 'develop', 'email': 'develop', 'id': 38, 'real_name': 'Nils Ohlmeier'}",FIXED,develop,2011-10-30T22:18:55Z,High,RESOLVED,,Unclassified,minor,drobbins,2002-01-25T17:23:02Z,Portage Development
"{'name': 'gbevin', 'email': 'gbevin', 'real_name': 'Geert Bevin', 'id': 5}",338,"{'id': 15, 'real_name': 'Chad Huneycutt (RETIRED)', 'email': 'chadh', 'name': 'chadh'}",DUPLICATE,chadh,2005-07-17T13:06:51Z,High,RESOLVED,262.0,[OLD] Development,normal,gbevin,2002-01-25T21:41:37Z,Gentoo Linux
"{'real_name': 'Martin Schlemmer (RETIRED)', 'id': 12, 'email': 'azarah', 'name': 'azarah'}",339,"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",FIXED,drobbins,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Library,normal,azarah,2002-01-25T23:24:59Z,Gentoo Linux
"{'id': 5, 'real_name': 'Geert Bevin', 'name': 'gbevin', 'email': 'gbevin'}",340,"{'email': 'aeoo', 'name': 'aeoo', 'real_name': 'Leo Lipelis (RETIRED)', 'id': 156}",FIXED,aeoo,2011-10-30T22:19:52Z,High,RESOLVED,,Unclassified,normal,gbevin,2002-01-26T03:40:37Z,Portage Development
"{'email': 'hallski', 'name': 'hallski', 'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'id': 2}",341,"{'name': 'timmy', 'email': 'timmy', 'real_name': 'Tim Dodge', 'id': 154}",DUPLICATE,timmy,2005-07-17T13:06:51Z,High,RESOLVED,301.0,New packages,normal,hallski,2002-01-26T04:31:20Z,Gentoo Linux
"{'id': 10, 'real_name': 'Dan Armak (RETIRED)', 'email': 'danarmak', 'name': 'danarmak'}",342,"{'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'name': 'hallski', 'email': 'hallski'}",FIXED,hallski,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Development,normal,danarmak,2002-01-26T09:05:19Z,Gentoo Linux
"{'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)', 'email': 'azarah', 'name': 'azarah'}",343,"{'email': 'mrsirmeff', 'name': 'mrsirmeff', 'id': 148, 'real_name': 'Rodney Gordon II'}",FIXED,mrsirmeff,2003-02-01T23:29:16Z,High,RESOLVED,,Current packages,normal,azarah,2002-01-26T10:36:50Z,Gentoo Linux
"{'email': 'danarmak', 'name': 'danarmak', 'real_name': 'Dan Armak (RETIRED)', 'id': 10}",344,"{'id': 159, 'real_name': 'Michael Jones', 'name': 'jonemi', 'email': 'jonemi'}",FIXED,jonemi,2024-03-14T03:58:44Z,High,RESOLVED,,[OLD] KDE,major,danarmak,2002-01-26T13:29:42Z,Gentoo Linux
"{'real_name': 'Dan Armak (RETIRED)', 'id': 10, 'name': 'danarmak', 'email': 'danarmak'}",345,"{'id': 20, 'real_name': 'Tom von Schwerdtner', 'email': 'tvon', 'name': 'tvon'}",FIXED,tvon,2003-01-28T00:30:44Z,High,RESOLVED,,[OLD] KDE,normal,danarmak,2002-01-26T19:17:41Z,Gentoo Linux
"{'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'id': 2, 'email': 'hallski', 'name': 'hallski'}",346,"{'email': 'edwardam', 'name': 'edwardam', 'real_name': 'Edward Muller', 'id': 162}",INVALID,edwardam,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,normal,hallski,2002-01-26T19:34:15Z,Gentoo Linux
"{'name': 'azarah', 'email': 'azarah', 'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)'}",347,"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'name': 'drobbins', 'email': 'drobbins'}",FIXED,drobbins,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,azarah,2002-01-26T20:41:27Z,Gentoo Linux
"{'real_name': 'Martin Schlemmer (RETIRED)', 'id': 12, 'email': 'azarah', 'name': 'azarah'}",348,"{'email': 'mrsirmeff', 'name': 'mrsirmeff', 'id': 148, 'real_name': 'Rodney Gordon II'}",FIXED,mrsirmeff,2002-02-17T14:57:24Z,High,RESOLVED,,Current packages,normal,azarah,2002-01-26T20:51:33Z,Gentoo Linux
"{'name': 'azarah', 'email': 'azarah', 'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)'}",349,"{'id': 162, 'real_name': 'Edward Muller', 'email': 'edwardam', 'name': 'edwardam'}",FIXED,edwardam,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,major,azarah,2002-01-26T21:54:58Z,Gentoo Linux
"{'email': 'karltk', 'name': 'karltk', 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19}",350,"{'real_name': 'Jesse', 'id': 164, 'name': 'jesse', 'email': 'jesse'}",REMIND,jesse,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Development,enhancement,karltk,2002-01-27T00:39:23Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'email': 'drobbins', 'name': 'drobbins'}",351,"{'name': 'mrsirmeff', 'email': 'mrsirmeff', 'real_name': 'Rodney Gordon II', 'id': 148}",FIXED,mrsirmeff,2002-01-29T20:26:53Z,High,RESOLVED,,[OLD] Core system,enhancement,drobbins,2002-01-27T01:35:46Z,Gentoo Linux
"{'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'id': 2, 'name': 'hallski', 'email': 'hallski'}",352,"{'email': 'ndonti', 'name': 'ndonti', 'real_name': 'Naresh Donti', 'id': 63}",INVALID,ndonti,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,normal,hallski,2002-01-27T02:15:30Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",353,"{'email': 'mrsirmeff', 'name': 'mrsirmeff', 'id': 148, 'real_name': 'Rodney Gordon II'}",FIXED,mrsirmeff,2003-01-28T00:30:44Z,High,RESOLVED,,[OLD] Core system,normal,drobbins,2002-01-27T02:24:54Z,Gentoo Linux
"{'real_name': 'Grant Goodyear (RETIRED)', 'id': 9, 'name': 'g2boojum', 'email': 'g2boojum'}",354,"{'real_name': 'Ferry Meyndert', 'id': 59, 'email': 'm0rpheus', 'name': 'm0rpheus'}",FIXED,m0rpheus,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,g2boojum,2002-01-27T04:25:25Z,Gentoo Linux
